poi_id,category_id
11641873,108
11620807,380
12892366,11
12906841,334
12279116,92
12530047,56
12883956,56
12963200,48
12282514,19
12282536,48
12454046,56
12529979,170
12804483,48
12869245,48
10117330,56
8017660,56
7950975,69
12254080,19
12812563,48
13123667,56
6946903,72
6601425,56
20295584,118
20368490,63
20913650,165
20913650,154
21045541,56
21051470,56
21051682,56
21082309,124
21129962,72
21094068,124
21207637,48
21312882,381
21350793,123
21511479,118
14890711,72
15019443,48
15135091,3
15232281,48
15334367,56
15579481,48
15349248,48
15581555,77
15637852,48
14132089,48
14175737,48
14199522,315
14910599,48
14796528,18
14910604,48
14991272,48
15146455,48
15224504,382
15321997,180
15690342,78
15745665,48
15618604,48
15645806,48
15709001,192
20235288,344
20303163,72
20902795,48
20957899,249
20948569,72
20958403,48
20991146,77
21057989,77
21074315,98
16733458,131
14199535,48
14910589,48
14948917,48
15363260,383
21083631,48
21170193,48
21158266,99
21192542,56
21265778,77
21268075,56
21306853,48
20871188,128
20871188,129
20974939,384
19000013,56
19041795,73
19085474,140
19085474,385
19122344,124
19763892,56
19807545,249
19920892,124
19207849,77
19242216,91
19313334,131
19408214,56
19649508,48
19649513,56
19842280,48
19808862,144
19841882,232
21028204,124
21192898,118
21209727,72
21211986,386
21251594,56
21359452,72
23043883,56
20218388,124
20256023,219
20241822,63
20813727,268
20902791,48
22999421,387
23028940,48
23089174,48
23218647,77
23294870,204
23296168,69
23309072,27
23310676,260
23382588,56
23392595,388
23503613,145
23596745,155
23705408,91
23816203,41
23309088,115
23467268,389
23499825,56
23513509,56
23752143,256
23693382,48
9996646,359
9883191,67
9996650,359
10187213,118
23675700,48
23474885,56
23480804,9
23714177,19
23517503,56
23766604,56
23728646,56
23715799,19
23716580,390
23759886,56
23760189,56
23790339,2
23898026,140
23898026,234
23910919,72
27130435,56
27131888,72
27175386,56
27161236,48
27415413,63
27450265,92
27422329,91
27303037,48
27415499,48
27419228,391
27479344,56
27462909,48
27443182,391
27491356,56
27466692,56
27469945,115
27489030,48
27508064,74
27514932,3
27486298,86
27519828,48
27540551,61
27516854,48
27506656,27
27511301,72
27514306,240
27532662,48
27522384,48
27535173,72
27531945,48
27673305,69
27706544,145
27672224,48
27732268,256
27714410,69
27718482,392
27730654,48
27729252,393
27737292,394
27734454,395
27744034,56
27796388,48
27743335,109
27820621,396
27820386,2
27845572,149
27798205,69
27926335,48
27926638,92
27934075,69
27930002,48
27935470,77
27937869,256
27966883,77
27983721,98
27974354,63
27982671,48
28047256,48
28043491,56
28044337,303
28037454,27
28097220,48
28043567,397
28118897,27
28105637,48
28127210,48
28125246,117
27150168,72
27148690,48
27150152,41
26861720,9
26996028,26
26899962,56
26968629,48
27001076,252
27036939,48
27095375,86
27103931,92
27101717,267
24116805,48
24129832,72
24139833,238
24421992,36
24848684,352
24834658,48
24976209,48
24959918,72
24994128,398
25049093,204
25076407,56
25210439,48
25159584,56
25253771,48
25241942,263
25245034,72
25316798,48
27536311,72
27532193,48
27699800,48
27715772,9
27672914,56
27719361,118
27709177,72
27739365,71
27726526,48
27741969,69
27905909,48
27755560,184
27857340,48
27951932,48
27926529,74
27703979,27
27796472,48
27886146,48
27905906,178
27917821,93
27941561,48
27963462,118
27979550,48
27979575,138
27982677,72
27979660,138
27985861,207
27985861,122
27978099,150
27495360,173
27501603,19
27500889,27
27506085,10
27508048,3
27509549,56
27541234,41
27648730,399
27706829,56
27706537,48
27738880,48
27728794,56
27842540,400
27926483,56
27925865,149
27926360,74
27930180,56
27941468,48
27930135,41
25004215,48
25073720,72
25093465,48
25213105,48
25197677,401
25165223,48
25239576,48
25258662,48
25262432,48
27066659,77
27111993,204
27097755,86
27116552,56
16717932,297
17181226,247
17321570,56
17369280,91
17461183,63
17477423,124
17483998,48
17528121,118
17558577,48
17539923,132
17695785,48
17822540,48
25332307,48
25337041,56
25423141,41
25453620,72
25550706,48
25571122,48
25573136,48
25755952,39
26103509,56
17253076,131
16932819,192
17352147,56
17306130,402
17695786,48
17816908,56
17796173,73
17816923,48
17844514,48
18847131,109
19041759,56
19097248,48
19139129,56
19435278,239
19776579,56
19623225,131
25428197,39
25547935,48
25576796,56
25804977,48
26234365,77
26264578,48
26329049,48
26434795,48
26628280,252
26603573,56
26661153,19
26656216,48
27181706,19
27461086,77
27417856,48
27983385,48
27997474,48
28012660,72
28007317,74
28003103,74
28029671,48
28044363,403
28036356,48
28031641,48
28061182,74
28121915,115
28125238,117
28105028,56
28146261,39
28130002,48
28142638,48
24020599,48
24113728,19
24088958,3
24124684,149
33004518,72
33004922,56
32998138,92
32999996,48
33007874,48
33030183,77
33037018,92
33024144,48
33055652,48
33026956,56
33062224,48
33028974,48
33066787,56
33031786,86
33069051,72
33038336,48
33083955,404
33039978,48
33062254,56
33073259,37
33073529,401
33085667,86
33089805,56
33099705,344
33105922,38
27415346,126
27436215,142
27478887,56
27494818,48
27466689,9
27504628,48
27501624,405
27511706,72
27511940,48
27541228,41
27648917,406
27718873,13
24001173,48
24026186,73
24070289,86
24132176,72
24107419,19
24984465,9
25065799,48
25087849,56
25166890,72
25175027,72
25256379,48
25256373,48
25308642,72
25292508,407
25295220,19
25256443,48
25263223,13
24871122,9
24916387,48
24963382,256
25004429,48
25048578,204
25079563,53
25174887,56
32714660,56
32712355,56
32702232,408
32708436,72
32716651,409
32714654,48
32760784,77
32825192,140
32825192,129
32826585,104
32791063,48
32814489,48
32808477,48
32862286,193
32840546,48
32890416,77
32859403,10
32935877,410
28382296,48
28416217,48
28562483,56
28587910,19
28663652,39
28650410,48
28652036,69
28664740,48
28664677,41
28668330,48
28122552,63
28115798,155
28155006,56
28161503,380
27153234,56
27417383,48
27430452,56
27535484,72
27671455,263
27703976,27
27706467,56
27706687,411
27717058,412
27735145,48
27800352,77
27929727,20
17623281,48
17713621,77
17693227,131
17806916,56
16739840,56
16780595,56
16797704,413
17713550,48
32716092,118
32724247,77
32761679,48
32784396,58
32831088,56
28513197,194
28612962,48
28657128,27
28659385,118
28653994,48
28897349,81
28653965,48
28666981,37
28668593,140
28668593,163
29037215,39
28985558,48
30017224,414
31671617,56
27771372,9
27965826,117
27963161,40
27961504,56
27981176,48
28010713,56
27992870,56
27995990,415
28054219,64
28038481,27
28106927,69
28102849,48
15216945,48
15521845,130
15637842,48
15224225,160
15530994,48
28745910,67
30076795,48
29017476,48
29018932,48
30513904,72
30710038,137
32696792,69
31661979,15
30793503,92
32696995,69
32710763,140
32710763,416
31930023,212
32720399,19
32742951,267
32707436,329
32742192,77
32841330,417
32822610,38
32830923,48
32824346,48
28413201,48
28467896,74
28477458,48
28458718,56
28105699,48
28118805,240
28123259,48
27417855,48
27422442,48
27435899,56
27536399,173
27670400,15
27726488,72
27746519,81
27760461,48
27949813,34
21133474,418
21171802,56
23949975,15
24058161,41
24070563,92
24088961,419
24177835,82
26840407,48
26806770,48
26808762,56
26822707,56
26724072,48
26696738,48
26698093,344
24897408,78
24922830,48
24822159,56
24968796,265
24994870,56
24973243,256
27122689,170
27136122,56
26857759,72
26821492,48
26822604,19
26859229,53
26861537,48
27163498,69
23214932,56
23274028,171
27688905,48
27661467,91
27674161,48
27707893,63
27731614,344
27921363,9
27927695,99
27931183,69
27961005,9
27111137,48
27118440,48
27122969,48
27111130,48
27131454,77
28580836,28
28663460,114
28664692,319
28755787,72
28986347,253
29013079,48
28148427,99
28155484,48
28190148,56
28220075,48
28184410,420
28213146,48
28260201,55
28214068,56
28288981,48
28138977,421
28149237,41
28153814,422
28244708,48
28183422,9
28213065,423
28271147,11
28340208,72
28667724,3
32706263,77
32798069,140
32798069,129
32834383,48
32822581,38
32908452,93
29327755,10
30936710,48
30483354,72
32668597,48
32601219,348
32626892,48
32716116,257
31912286,63
24064823,56
24139882,9
24980546,48
24981972,48
24984477,9
25147971,48
25397650,48
25456258,155
25463048,256
25456213,155
25416073,56
25418146,41
25458476,48
25946078,86
26217375,36
26227178,72
26259766,56
26344931,124
26327223,424
26337818,48
26338593,48
26441042,69
26464690,48
32992267,27
32975614,56
32976930,311
33006649,48
32988248,306
33017318,56
33018411,284
33019336,118
33053681,207
33053681,425
33057095,77
33072651,74
33110319,119
33113621,27
33120329,182
33121491,48
33138815,202
33152631,426
33224206,245
33217209,74
33219160,427
33226129,363
33224594,86
33189669,48
33245783,401
33243786,48
33250920,72
33252823,48
33266618,77
33311602,240
33322389,72
33306309,15
33355255,74
33343783,56
33345372,9
33349630,63
33400442,48
32979931,9
32927125,86
33042494,86
33053688,86
33033093,311
33046210,48
33065665,48
33072381,48
33100755,48
33117161,108
33122816,69
33123886,48
33110329,156
25852553,69
25925810,41
26193479,9
26258521,140
26258521,129
26365466,165
26365466,154
26365860,428
26456720,26
26444843,56
26639408,56
26628632,48
26684049,56
26639367,56
33399742,48
33400162,130
33367170,429
33399232,48
33382415,430
33391176,48
33441646,48
33404315,48
33418369,221
33442984,56
33444093,130
33472612,145
33595550,431
33440173,48
33595093,225
33671854,48
33787222,432
33813141,28
33595073,93
33673116,48
33712710,433
33675706,180
33787211,432
33736701,72
32980365,306
32935911,179
25323322,434
25423241,41
25575946,48
25986884,48
26230333,48
26229966,48
26320403,192
26310923,48
26364542,134
33761564,9
33787900,432
33680173,74
33737177,48
33787905,432
33862744,179
33677353,48
33950685,239
32991816,48
32980478,429
32995301,179
32996490,48
32999653,48
32988808,41
32997200,104
32997268,48
33021890,140
33021890,129
33023544,56
33010677,48
33359757,72
33359321,48
33671858,48
33761652,91
33787226,432
33745584,92
33813146,28
33962236,9
33956505,184
33872303,48
33983744,435
34027120,48
33986472,48
34033443,56
34036828,88
34002988,265
34003355,48
34046872,77
34036306,257
34053434,48
34056730,56
34045539,56
34066475,48
34068414,28
34076653,48
34084647,306
34106855,308
34144594,48
34127298,48
34255548,40
34244708,436
34310045,437
34304356,48
34320990,48
34311205,48
34316517,128
34316517,129
34327440,48
34325513,48
34319590,438
34295727,179
34331925,184
34367010,48
33787218,432
33677250,207
33677250,122
33394212,63
33369881,48
33404359,48
33443912,305
33595616,306
33787221,432
32980810,48
32970960,48
32983836,308
33993988,74
34002772,140
34002772,129
34028693,19
34043098,52
34034460,41
34066819,439
34048049,77
34074799,56
26877383,86
26867659,48
34279002,48
34282483,48
34241336,170
34258187,130
34258257,130
34312527,184
34297364,4
34284615,440
34284688,48
34334620,207
34334620,122
34340872,48
34329188,48
34350431,98
34299494,63
34333041,441
33787209,432
33787225,432
33871096,56
33988623,48
33989334,108
33974083,27
33974057,27
33984963,77
33962104,48
33999061,226
33974183,63
34005186,48
34033500,92
33999059,226
34099006,48
34069748,48
34096190,48
34115961,48
34098111,56
34146450,9
33670544,36
33876168,124
33949741,86
33861411,48
33954379,118
33863872,48
33950469,99
33960576,52
33969023,56
33994905,184
33995414,48
34022718,56
34034430,442
33974186,63
33680172,173
33595253,296
33881318,108
33897727,48
33787208,432
33787223,432
33966434,226
33951531,69
33987384,429
33994913,184
34024118,48
34023625,48
34135290,118
34144980,443
34112063,48
34187538,52
34146477,41
34224405,48
34257977,118
34234813,48
34288088,56
34302164,77
34258277,130
34254065,56
34275879,48
34304360,48
34321463,48
34310079,340
34297728,48
34332354,48
33002939,192
32995628,48
34065126,56
33724601,173
33951535,69
33962234,48
33949325,48
34002814,64
33870506,27
33874436,108
33919066,173
33862189,444
33969203,48
34021322,392
34013134,224
34030200,48
34026779,48
34064841,56
33995167,226
34002833,48
34046837,56
34084127,91
34094423,77
34097453,103
34127228,145
34133437,445
34345774,52
34344547,48
34382625,48
34384062,446
34355239,40
34367275,48
34416989,118
34412341,48
34449016,48
34430591,91
34110221,48
34145875,344
34127623,48
34160824,48
34288481,74
34248335,257
34244712,48
34311075,9
34315186,56
34288295,56
34320902,48
34350395,257
34334704,147
34334704,447
34374182,48
34384129,173
34420157,158
33985284,62
33995475,226
32904194,150
33503562,48
33443844,93
33787214,432
34350467,48
34384075,448
34386354,77
34386662,449
34328023,72
34388544,18
34367277,48
34391299,28
34342028,64
34347057,77
34406155,48
33990654,257
34067199,48
34108591,240
34127978,48
34115637,88
34168490,256
34331553,108
34337632,48
34411977,48
34423278,77
34405723,56
34478688,106
34419230,83
34471651,410
34432057,48
34471657,28
34479206,48
34514717,56
34476817,91
34445999,450
34501178,451
34495424,48
34502928,74
34514931,56
34514899,56
34518573,28
34480901,400
34516489,412
34485313,48
34524442,381
34495359,140
34495359,452
34532948,228
34509574,56
34509929,72
34508995,48
34515006,56
34435391,327
34464291,77
