poi_id,category_id
14175795,48
27648501,158
19298477,56
25375419,48
25783455,48
15296091,261
25567337,48
28012711,48
29932034,91
27954839,56
26802780,140
26802780,288
26230267,131
13365886,48
19509369,239
32598743,48
24100894,44
26105973,249
27519815,48
13217248,254
26838998,289
29011451,48
28913245,56
17301432,41
27101366,56
33043641,290
26245242,19
24087490,131
27931789,48
17581560,72
7192950,72
28252666,48
27724589,48
17559281,249
34324178,291
27455780,48
7915234,48
4474246,56
33355229,74
26577423,48
15791798,124
12940185,240
15338603,292
28016783,48
27930171,56
1809062,293
20988203,48
21410013,165
21410013,154
11670703,176
12607031,140
12607031,294
26861541,48
20295967,118
17375520,295
24814826,48
20324176,99
12821591,257
8262980,56
27500879,27
19982426,145
33695759,48
26746402,48
27166057,3
29788062,48
8807637,56
27126292,48
27113381,48
1222235,48
12906682,72
15214121,192
33996522,48
26859177,48
33960254,48
8089368,56
26899566,3
25439649,26
26812267,124
10005982,267
33130106,296
9454760,72
19719401,297
19819022,48
7596205,56
9831882,99
12913033,63
26685602,131
17807027,48
25228618,173
14956555,48
26496208,56
11772175,56
34295376,48
34290639,103
7937872,56
25401445,72
25171653,72
10813344,52
8021652,143
17624006,77
25297225,48
23824538,298
20145724,48
25415797,91
32807817,48
13567666,48
18719480,98
25179484,72
25300311,140
25300311,243
28040137,48
12254061,221
27138749,36
19852187,299
19546696,72
11893943,69
11677684,56
19745724,140
19745724,300
19625594,56
17199315,56
32841549,301
15122395,74
17817078,77
25252780,48
25015784,118
19119983,245
24090867,140
24090867,234
34505617,48
27453068,48
18544295,56
18378709,48
5566638,72
9454285,72
17838710,56
14802289,302
15576751,63
16671042,144
2432358,86
19087115,144
17337862,48
15582779,118
13993341,48
21367628,303
6931525,270
11636268,87
15662231,245
8617827,56
8523263,304
32761853,48
26856619,58
5964048,69
6494447,149
6002546,56
13485044,56
16666055,63
7906302,48
7276713,108
15134987,48
20307209,140
20307209,188
15746305,305
23917792,56
19723152,72
7940439,72
968072,48
5993308,69
3200029,56
25083994,15
13195362,56
14028229,48
17661179,217
2049260,105
26682394,69
33306400,248
26227466,48
26516996,38
25324964,72
25453558,155
33083280,181
34497084,103
11535750,255
31702370,48
33354996,306
33400474,48
34348720,179
28027636,86
28128624,48
34074813,48
32711746,48
33883280,125
33960237,48
11824491,19
34449487,77
19121631,56
27787872,72
26502465,48
34395631,48
34478995,48
34126024,9
34466366,40
30709609,307
34156490,48
34453134,48
23959337,124
14781340,48
26583240,72
34126022,9
34411688,19
34439944,257
33984042,124
28026399,48
33026912,48
34432786,257
34334544,308
34328126,48
34408265,48
34413829,37
34404455,40
34291181,77
27724500,179
34308641,48
34255547,48
26787173,56
14067722,48
34390262,309
33353311,203
12907110,69
34369756,72
24855621,56
34067078,41
25334049,48
15608745,48
25395121,147
25395121,266
26524812,19
34102566,310
34013998,99
34344476,44
27979554,72
34331247,44
33871700,144
34322845,48
34274766,56
25565096,220
30366753,72
26618999,48
26820760,56
31762665,56
34256892,187
25178775,168
