user_id,origin_id
1160,299.0
1161,300.0
1162,41.0
1166,92.0
1167,301.0
1169,302.0
1170,303.0
1171,64.0
1173,9.0
1174,304.0
1175,234.0
1176,305.0
1177,306.0
1179,188.0
1180,307.0
1182,186.0
1183,308.0
1186,309.0
1187,310.0
1188,311.0
1189,312.0
1190,313.0
1191,10.0
1193,42.0
1194,314.0
1195,124.0
1197,315.0
1198,41.0
1200,316.0
1201,46.0
1202,317.0
1205,318.0
1206,64.0
1208,319.0
1209,62.0
1210,42.0
1211,320.0
1212,321.0
1213,322.0
1214,110.0
1215,323.0
1216,324.0
1217,325.0
1218,1.0
1219,276.0
1220,168.0
1221,326.0
1222,327.0
1224,201.0
1226,62.0
1228,10.0
1229,328.0
1230,329.0
1232,106.0
1233,9.0
1234,263.0
1235,106.0
1236,9.0
1237,10.0
1238,330.0
1240,331.0
1241,64.0
1242,332.0
1243,204.0
1244,333.0
1245,334.0
1246,335.0
1248,336.0
1249,64.0
1250,337.0
1251,338.0
1252,64.0
1253,209.0
1254,339.0
1255,340.0
1256,64.0
1257,341.0
1258,92.0
1259,342.0
1260,343.0
1261,64.0
1262,64.0
1264,344.0
1265,241.0
1266,345.0
1267,9.0
1268,70.0
1269,102.0
1270,346.0
1272,169.0
1273,34.0
1276,9.0
1277,41.0
1278,93.0
1279,347.0
1280,44.0
1281,1.0
1282,348.0
1283,349.0
1284,148.0
1285,41.0
1286,224.0
1287,350.0
1288,351.0
1289,106.0
1290,251.0
1292,352.0
1294,42.0
1295,93.0
1296,106.0
1297,353.0
1298,159.0
1299,1.0
1300,5.0
1301,22.0
1302,1.0
1303,1.0
1304,1.0
1305,9.0
1307,1.0
1308,354.0
1309,115.0
1311,355.0
1312,209.0
1313,62.0
1315,215.0
1316,42.0
1317,356.0
1318,42.0
1319,357.0
1320,108.0
1321,358.0
1322,359.0
1323,2.0
1325,41.0
1326,360.0
1327,361.0
1328,362.0
1329,9.0
1330,363.0
1331,320.0
1332,364.0
1333,96.0
1334,365.0
1337,42.0
1338,20.0
1339,88.0
1340,42.0
1341,366.0
1342,41.0
1343,9.0
1345,367.0
1346,2.0
1347,1.0
1348,368.0
1349,368.0
1350,369.0
1351,42.0
1353,136.0
1354,329.0
1355,42.0
1356,108.0
1357,2.0
1358,9.0
1364,1.0
1365,42.0
1366,56.0
1368,1.0
1369,3.0
1370,3.0
1371,1.0
1373,1.0
1375,1.0
1379,3.0
1381,17.0
1383,370.0
1384,1.0
1386,371.0
1387,372.0
1388,373.0
1389,176.0
1390,188.0
1391,350.0
1392,42.0
1394,374.0
1396,375.0
1399,41.0
1403,135.0
1404,79.0
1405,114.0
