poi_id,region_id
8617840,2
4007510,11
11733617,2
23948575,22
32979951,1
33121010,1
5501677,2
8444861,1
1809055,1
30076799,1
20974942,2
14067685,10
13934111,1
15354164,1
4795421,2
12906749,1
7916284,1
25295735,1
23085855,2
14206148,2
7043130,1
25100601,1
2385864,1
10815297,3
28319722,1
4520866,1
13358578,10
27148823,1
20112263,1
27532523,4
32806392,1
25211005,3
11443792,2
9996374,3
19466077,1
14175744,1
19458628,2
23906586,1
16780504,1
13613302,1
15146461,2
1769802,2
27539298,7
4153669,1
9996440,3
15019430,1
20329310,1
25398654,22
33217586,1
34333745,1
34341875,4
34342195,1
15125164,2
4552202,1
8317478,1
14111778,1
25897380,1
27577141,2
7950980,3
20887487,1
27158974,1
23355541,1
34239306,3
17379232,2
25131060,1
15273838,1
14097738,4
12987329,1
21306887,1
15750131,1
33376795,1
25446489,2
14132672,1
12829921,1
10836471,1
19449317,1
27150922,1
20305881,1
25335358,1
9715545,1
25181323,2
33020222,1
17695807,2
24133059,4
33178150,1
33672474,1
32761878,2
25348750,1
21003760,1
34307974,3
26778502,1
27416653,1
33249762,1
20105024,1
27476214,2
17376195,2
9794900,1
17791332,1
27490034,12
5772731,2
32976648,3
2232886,2
9806390,1
12511664,1
11929801,1
11547229,1
7907341,1
11435998,8
8262806,1
11437239,3
19042146,2
19041785,7
26632244,4
20328745,2
4945634,3
10068765,2
28285027,1
21027862,2
26853903,1
11725999,1
20999961,1
26632193,4
33669397,1
9996647,2
24132166,1
11694389,1
33018545,1
28134656,1
33073222,2
34107459,2
6983488,2
12729844,1
11443631,2
32794573,1
14960509,1
11698450,1
9552996,1
27495616,1
17414903,1
18114680,1
17579866,6
17432339,1
17325012,1
33271012,1
13391931,6
12829864,1
19413584,2
27721700,1
12816772,1
11744513,10
17389797,1
17547332,2
6438519,1
27752784,4
33012832,1
9974597,2
17528736,2
33250208,1
15300685,1
15085936,1
11887667,2
15129760,1
1853114,1
4795443,2
8611143,1
8861229,1
8540320,1
4607958,1
4945383,1
8861987,1
4040390,2
5851347,1
6019577,1
4610854,1
4795417,3
4751147,1
8571601,1
8654071,1
2648878,1
11513194,1
11639490,1
11641873,3
11620807,1
12892366,1
12906841,1
12279116,1
12530047,2
12883956,3
12963200,1
12282514,3
12282536,1
12454046,2
12529979,1
12804483,2
12869245,1
10117330,1
8017660,2
7950975,2
12254080,1
12812563,1
13123667,1
6946903,2
6601425,2
20295584,2
20368490,1
20913650,1
21045541,1
21051470,1
21051682,2
21082309,4
21129962,1
21094068,1
21207637,1
21312882,3
21350793,1
21511479,1
14890711,2
15019443,1
15135091,1
